timestamp,Ticker,Name,Price,Market Cap (B),52W High,52W Low,% From 52W High,All-Time High,% From ATH,At 52W High,At ATH,Sentiment,Sentiment Score
2026-01-24 10:33:25.874436+00:00,MNST,Monster Beverage Corporation,82.0,80.115739712,82.19000244140625,45.70000076293945,-0.23117463896135115,82.19000244140625,-0.23117463896135115,True,True,Neutral,0.06364
2026-01-24 10:33:25.874436+00:00,NEM,Newmont Corporation,124.30999755859375,136.54828275729798,124.63999938964844,40.849998474121094,-0.2647639864174267,124.63999938964844,-0.2647639864174267,True,True,Neutral,0.06858
2026-01-24 10:33:25.874436+00:00,GILD,"Gilead Sciences, Inc.",135.92999267578125,168.6628751398687,136.3000030517578,93.0999984741211,-0.27146762119737433,136.3000030517578,-0.27146762119737433,True,True,Neutral,0.018739999999999996
2026-01-24 10:33:25.874436+00:00,BG,Bunge Limited,113.5999984741211,21.965814644154456,114.0,67.4000015258789,-0.3508785314727203,115.54405705752636,-1.682525811290636,True,True,Neutral,0.08074
2026-01-24 10:33:25.874436+00:00,EA,Electronic Arts Inc.,204.0,51.021650316,204.88999938964844,115.30000305175781,-0.43437912650674537,204.88999938964844,-0.43437912650674537,True,True,Bullish,0.27458
2026-01-24 10:33:25.874436+00:00,NOC,Northrop Grumman Corporation,672.9500122070312,96.35498948473914,677.2999877929688,426.239990234375,-0.6422524234958593,677.2999877929688,-0.6422524234958593,True,True,Bullish,0.31429999999999997
2026-01-24 10:33:25.874436+00:00,XOM,Exxon Mobil Corporation,134.97000122070312,575.410455763499,135.97999572753906,97.80000305175781,-0.7427522713411849,135.97999572753906,-0.7427522713411849,True,True,Bearish,-0.10533999999999999
2026-01-24 10:33:25.874436+00:00,CBOE,"Cboe Global Markets, Inc.",276.3900146484375,28.922698757338622,278.5,198.77000427246094,-0.7576249018177772,278.5,-0.7576249018177772,True,True,Bullish,0.1528
2026-01-24 10:33:25.874436+00:00,STLD,"Steel Dynamics, Inc.",181.32000732421875,26.69113733695862,182.80999755859375,103.16999816894531,-0.8150485500102,182.80999755859375,-0.8150485500102,True,True,Bullish,0.43456
2026-01-24 10:33:25.874436+00:00,WMB,"Williams Companies, Inc. (The)",64.95999908447266,79.33037648226075,65.55000305175781,51.58000183105469,-0.9000822880500747,65.1500015258789,-0.2916384297102059,True,True,Bullish,0.13144
2026-01-24 10:33:25.874436+00:00,LMT,Lockheed Martin Corporation,590.8200073242188,137.93582609586915,596.22998046875,410.1099853515625,-0.9073634875384817,597.4795780249221,-1.1146105985275434,True,True,Bullish,0.20656
2026-01-24 10:33:25.874436+00:00,JNJ,Johnson & Johnson,220.13999938964844,530.382222283763,222.1699981689453,141.5,-0.9137141810449112,222.1699981689453,-0.9137141810449112,True,True,Neutral,0.05464
2026-01-24 10:33:25.874436+00:00,ROL,"Rollins, Inc.",62.90999984741211,30.26918134163225,63.560001373291016,48.380001068115234,-1.022658136933341,63.560001373291016,-1.022658136933341,True,True,Bullish,0.25902000000000003
2026-01-24 10:33:25.874436+00:00,STX,Seagate Technology Holdings PLC,346.1000061035156,75.40551921918549,350.04998779296875,63.189998626708984,-1.1284050356228814,350.04998779296875,-1.1284050356228814,True,True,Neutral,0.004559999999999997
2026-01-24 10:33:25.874436+00:00,IBKR,"Interactive Brokers Group, Inc.",77.58000183105469,131.88115692281858,78.55999755859375,32.81999969482422,-1.2474487754510655,78.55999755859375,-1.2474487754510655,True,True,Bullish,0.41064
2026-01-24 10:33:25.874436+00:00,ULTA,"Ulta Beauty, Inc.",686.1199951171875,30.76449877486267,695.3400268554688,309.010009765625,-1.3259745422648739,695.3400268554688,-1.3259745422648739,True,True,Bullish,0.34292
2026-01-24 10:33:25.874436+00:00,ECL,Ecolab Inc.,281.8999938964844,79.95386096169092,286.0400085449219,221.6199951171875,-1.447355098854053,284.55517708273635,-0.9330995884428983,True,True,Bullish,0.27682
2026-01-24 10:33:25.874436+00:00,AMGN,Amgen Inc.,344.75,185.64121132725,349.9800109863281,261.42999267578125,-1.4943741991403137,349.9800109863281,-1.4943741991403137,True,True,Neutral,-0.04348
2026-01-24 10:33:25.874436+00:00,NDSN,Nordson Corporation,271.2799987792969,15.14380335233606,275.42999267578125,165.02999877929688,-1.5067327476457781,275.42999267578125,-1.5067327476457781,True,True,Bullish,0.23184
2026-01-24 10:33:25.874436+00:00,CVX,Chevron Corporation,166.72000122070312,335.91118898622,169.3699951171875,132.0399932861328,-1.5646182753036308,169.3699951171875,-1.5646182753036308,True,True,Neutral,0.07224
2026-01-24 10:33:25.874436+00:00,PFG,Principal Financial Group Inc,91.20999908447266,20.3187093908694,92.69000244140625,68.38999938964844,-1.5967238299180897,92.69000244140625,-1.5967238299180897,True,True,Bullish,0.13816
2026-01-24 10:33:25.874436+00:00,AME,"AMETEK, Inc.",220.74000549316406,50.980778399067994,224.3699951171875,145.02000427246094,-1.61785876142998,224.3699951171875,-1.61785876142998,True,True,Neutral,0.068
2026-01-24 10:33:25.874436+00:00,SNA,Snap-On Incorporated,369.1000061035156,19.25350055447995,375.1700134277344,289.80999755859375,-1.617935097946721,375.1700134277344,-1.617935097946721,True,True,Neutral,0.04376
2026-01-24 10:33:25.874436+00:00,LOW,"Lowe's Companies, Inc.",276.7300109863281,155.23210285840676,281.3599853515625,206.38999938964844,-1.6455695927937941,281.3599853515625,-1.6455695927937941,True,True,Bullish,0.22817999999999997
2026-01-24 10:33:25.874436+00:00,GD,General Dynamics Corporation,363.2699890136719,98.12664999770818,369.70001220703125,239.1999969482422,-1.7392542550846768,369.70001220703125,-1.7392542550846768,True,True,Bullish,0.36834
2026-01-24 10:33:25.874436+00:00,DD,"DuPont de Nemours, Inc.",44.13999938964844,18.493570545637755,44.959999084472656,22.497907638549805,-1.8238427747375385,44.959999084472656,-1.8238427747375385,True,True,Bullish,0.13616
2026-01-24 10:33:25.874436+00:00,LHX,"L3Harris Technologies, Inc.",354.7300109863281,66.36814010475486,361.5899963378906,193.08999633789062,-1.8971723280619024,361.5899963378906,-1.8971723280619024,True,True,Bullish,0.14926
2026-01-24 10:33:25.874436+00:00,CHRW,"C.H. Robinson Worldwide, Inc.",176.66000366210938,20.870114298111268,180.2100067138672,84.68000030517578,-1.9699255976358798,180.2100067138672,-1.9699255976358798,True,True,Bullish,0.1341
2026-01-24 10:33:25.874436+00:00,HOLX,"Hologic, Inc.",75.05000305175781,16.75453080153938,75.33999633789062,51.900001525878906,-0.38491279563145353,87.87999725341797,-14.599447658905284,True,False,Bullish,0.14436
2026-01-24 10:33:25.874436+00:00,HAS,"Hasbro, Inc.",88.68000030517578,12.44508724246746,89.19999694824219,49.0,-0.5829558978215355,99.25288105276594,-10.652467349506246,True,False,Bullish,0.16294000000000003
2026-01-24 10:33:25.874436+00:00,NUE,Nucor Corporation,181.64999389648438,41.5721740105076,183.0,97.58999633789062,-0.7377082532872281,197.39194146939968,-7.974969725578019,True,False,Bullish,0.13999999999999999
2026-01-24 10:33:25.874436+00:00,BA,Boeing Company (The),252.14999389648438,197.45141267306235,254.13999938964844,128.8800048828125,-0.7830351373035893,435.5637598939369,-42.1095102223645,True,False,Neutral,0.0843
2026-01-24 10:33:25.874436+00:00,ADM,Archer-Daniels-Midland Company,67.51000213623047,32.44326383645771,68.05999755859375,40.97999954223633,-0.8081037938471591,89.0840023586847,-24.21759199321718,True,False,Bullish,0.1272
2026-01-24 10:33:25.874436+00:00,ALB,Albemarle Corporation,189.50999450683594,22.304860158868102,191.97000122070312,49.43000030517578,-1.2814537158016615,319.4463312759931,-40.675482560760926,True,False,Bullish,0.33196
2026-01-24 10:33:25.874436+00:00,DVN,Devon Energy Corporation,38.63999938964844,24.528671612548827,39.189998626708984,25.889999389648438,-1.403417342009572,80.37859994671642,-51.92750381909714,True,False,Bullish,0.4276000000000001
2026-01-24 10:33:25.874436+00:00,O,Realty Income Corporation,60.7400016784668,55.76574576785004,61.95000076293945,50.709999084472656,-1.9531865529798687,62.41222332386506,-2.679317538042003,True,False,Bullish,0.36362
2026-01-24 10:33:25.874436+00:00,KO,Coca-Cola Company (The),72.87999725341797,313.6512575053849,74.37999725341797,62.279998779296875,-2.0166712226264205,73.05999755859375,-0.24637327017622557,False,True,Neutral,0.010040000000000004
2026-01-24 10:33:25.874436+00:00,CME,CME Group Inc.,282.739990234375,101.64854009911646,290.7900085449219,232.32000732421875,-2.7683269968002633,286.7646699298826,-1.4034782236220678,False,True,Neutral,-0.0377
2026-01-24 10:33:25.874436+00:00,HON,Honeywell International Inc.,221.4600067138672,149.2351860716716,227.82281494140625,169.04806518554688,-2.7928757833913687,225.29357581122608,-1.7015882869962695,False,True,Neutral,-0.04046
